queue_index,proposed_id,source_file,line_number,source_type,score,readiness,readiness_reason,domain_family,semantic_kind,semantic_context,duplicate_status,wolfram_status,candidate_equation,wolfram_form_hint,formation_method,formation_inputs,formation_note,source_tag
44,NEXT+0044,UnificationComparison.txt,111,line,7,review,needs human equation boundary check,field_topology_mhd,Mechanism,Mechanism = DimensionalCollapse[4D → 2D] @ InfiniteOrderTransition;,new_or_nonexact,needs_wolfram_translation,"""Electromagnetic"" -> LineBundle[câ‚ = ∫_Î£ F/(2π)],","^""Electromagnetic"" -> LineBundle[câ‚ = ∫_Î£ F/(2Pi)],",Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 111; staged only, not minted.",PHONE2
45,NEXT+0045,UnificationComparison.txt,642,line,7,review,needs human equation boundary check,general_math,Constraint,"Constraint -> Det[g] @ TZP = 0,",new_or_nonexact,needs_wolfram_translation,"WardIdentity[∂_μ J^μ = 0] @ (r ≠ r_TZP),","^WardIdentity[∂_mu J^mu = 0] @ (r ≠ r_TZP),",Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 642; staged only, not minted.",PHONE2
46,NEXT+0046,UnificationComparison.txt,736,line,7,review,needs human equation boundary check,signal_wave,Functor,(* SECTION I: MUTATION ACCELERATION FUNCTOR *),new_or_nonexact,needs_wolfram_translation,"Î£_{n=1}^{153600} A_n × BesselJ[n, k_n r] ×","^Î£_{n=1}^{153600} A_n × BesselJ[n, k_n r] ×",Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 736; staged only, not minted.",PHONE2
47,NEXT+0047,UnificationComparison.txt,750,line,7,review,needs human equation boundary check,general_math,Functor,(* SECTION I: MUTATION ACCELERATION FUNCTOR *),new_or_nonexact,needs_wolfram_translation,"U(t) = PathOrdered[Exp[-i/ℏ ∫_0^t H_selection(Ï„) dÏ„]],","^U(t) = PathOrdered[Exp[-i/ℏ ∫_0^t H_selection(Ï„) dÏ„]],",Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 750; staged only, not minted.",PHONE2
48,NEXT+0048,UnificationComparison.txt,759,line,7,review,needs human equation boundary check,field_topology_mhd,Functor,(* SECTION I: MUTATION ACCELERATION FUNCTOR *),possible_master_duplicate,needs_wolfram_translation,"RicciFlow → ∂_t g_{ij} = -2R_{ij} + 2⟨∇_i ∇_j Φ_fitness⟩,","^RicciFlow → ∂_t g_{ij} = -2R_{ij} + 2⟨∇_i ∇_j Φ_fitness⟩,",Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 759; staged only, not minted.",PHONE2
49,NEXT+0049,UnificationComparison.txt,829,line,7,review,needs human equation boundary check,general_math,Protocol,(* COMPLETE EVOLUTION ACCELERATION PROTOCOL *),new_or_nonexact,needs_wolfram_translation,"CostFunctional → ∫_0^T L[x, u] dt + Φ[x(T)],","^CostFunctional → ∫_0^T L[x, u] dt + Φ[x(T)],",Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 829; staged only, not minted.",PHONE2
50,NEXT+0050,UnificationComparison.txt,1040,line,7,review,needs human equation boundary check,general_math,Constraint,Constraint: ∇×E = -∂B/∂t (from image equations),new_or_nonexact,needs_wolfram_translation,δT/Tâ‚€ = Î£_i ∫_0^∞ dk k² j_l(kr_i) ×,^deltaT/Tâ‚€ = Î£_i ∫_0^∞ dk k² j_l(kr_i) ×,Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 1040; staged only, not minted.",PHONE2
51,NEXT+0051,UnificationComparison.txt,1061,line,7,review,needs human equation boundary check,general_math,Constraint,Constraint: ∇×E = -∂B/∂t (from image equations),new_or_nonexact,needs_wolfram_translation,C_l = (2/π) ∫_0^∞ dk k² |Î˜_l(k)|² ×,^C_l = (2/Pi) ∫_0^∞ dk k² |Î˜_l(k)|² ×,Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 1061; staged only, not minted.",PHONE2
52,NEXT+0052,UnificationComparison.txt,1124,line,7,review,needs human equation boundary check,general_math,SemanticNote,"Proof → Module[{Ï‡², Planck_data, Model_prediction},",new_or_nonexact,needs_wolfram_translation,"Ï•_potential[nÌ‚] = -2∫_0^{Ï‡_*} dÏ‡ (Ï‡_* - Ï‡)/Ï‡_* × Ψ_TZP[Ï‡nÌ‚, ηâ‚€-Ï‡];","^Ï•_potential[nÌ‚] = -2∫_0^{Ï‡_*} dÏ‡ (Ï‡_* - Ï‡)/Ï‡_* × Ψ_TZP[Ï‡nÌ‚, ηâ‚€-Ï‡];",Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 1124; staged only, not minted.",PHONE2
53,NEXT+0053,UnificationComparison.txt,1126,line,7,review,needs human equation boundary check,general_math,SemanticNote,"Proof → Module[{Ï‡², Planck_data, Model_prediction},",new_or_nonexact,needs_wolfram_translation,C_l^Ï•Ï• = (8π/9) × ∫ dÏ‡/Ï‡² × [,^C_l^Ï•Ï• = (8Pi/9) × ∫ dÏ‡/Ï‡² × [,Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 1126; staged only, not minted.",PHONE2
54,NEXT+0054,UnifiedFieldOptimizer.txt,70,line,7,review,needs human equation boundary check,optimization_computation,SemanticNote,"Gap[1] := ""Infinite-Order Phase Transition Proof"" → Module[",possible_master_duplicate,needs_wolfram_translation,"η_acoustic = BetzLimit × CymaticEnhancement = 0.593 × 1.23,","^η_acoustic = BetzLimit × CymaticEnhancement = 0.593 × 1.23,",Phone2 corpus extraction,UnifiedFieldOptimizer.txt,"Extracted from D:\Phone2 line 70; staged only, not minted.",PHONE2
55,NEXT+0055,UnifiedFieldOptimizer.txt,106,line,7,review,needs human equation boundary check,optimization_computation,SemanticNote,"Gap[1] := ""Infinite-Order Phase Transition Proof"" → Module[",possible_master_duplicate,needs_wolfram_translation,P_vacuum = ∫_TZP ⟨T^{00}⟩_vacuum × c × dA Where {,^P_vacuum = ∫_TZP ⟨T^{00}⟩_vacuum × c × dA Where {,Phone2 corpus extraction,UnifiedFieldOptimizer.txt,"Extracted from D:\Phone2 line 106; staged only, not minted.",PHONE2
56,NEXT+0056,UnifiedFieldOptimizer.txt,154,line,7,review,needs human equation boundary check,optimization_computation,SemanticNote,"Gap[1] := ""Infinite-Order Phase Transition Proof"" → Module[",new_or_nonexact,needs_wolfram_translation,SteadyState := ∂ψ_ss/∂t = 0 ⟹,^SteadyState := ∂ψ_ss/∂t = 0 ⟹,Phone2 corpus extraction,UnifiedFieldOptimizer.txt,"Extracted from D:\Phone2 line 154; staged only, not minted.",PHONE2
57,NEXT+0057,UnifiedFieldOptimizer.txt,236,line,7,review,needs human equation boundary check,optimization_computation,SemanticNote,"Gap[1] := ""Infinite-Order Phase Transition Proof"" → Module[",new_or_nonexact,needs_wolfram_translation,"Gap[2] := ""Topological Resistance Elimination"" →","^Gap[2] := ""Topological Resistance Elimination"" →",Phone2 corpus extraction,UnifiedFieldOptimizer.txt,"Extracted from D:\Phone2 line 236; staged only, not minted.",PHONE2
58,NEXT+0058,UnifiedFieldOptimizer.txt,269,line,7,review,needs human equation boundary check,field_topology_mhd,Mechanism,"Gap[3] := ""Vacuum Fluctuation Coupling Mechanism"" →",new_or_nonexact,needs_wolfram_translation,Electromagnetic → (1/8π)∫(E²+B²)d³r,^Electromagnetic → (1/8Pi)∫(E²+B²)d³r,Phone2 corpus extraction,UnifiedFieldOptimizer.txt,"Extracted from D:\Phone2 line 269; staged only, not minted.",PHONE2
59,NEXT+0059,UnifiedFieldOptimizer.txt,404,line,7,review,needs human equation boundary check,field_topology_mhd,Functor,𝔊_grav = Functor[,possible_master_duplicate,needs_wolfram_translation,"helicity_grav = ∫_{Σ₃} Tr[ω ∧ dω + (2/3)ω ∧ ω ∧ ω],","^helicity_grav = ∫_{Σ₃} Tr[omega ∧ domega + (2/3)omega ∧ omega ∧ omega],",Phone2 corpus extraction,UnifiedFieldOptimizer.txt,"Extracted from D:\Phone2 line 404; staged only, not minted.",PHONE2
60,NEXT+0060,UnifiedFieldOptimizer.txt,507,line,7,review,needs human equation boundary check,field_topology_mhd,Functor,𝔊_grav = Functor[,new_or_nonexact,needs_wolfram_translation,"Amari_coupling[α ∈ [-1,1]] = Module[{∇_α},","^Amari_coupling[alpha ∈ [-1,1]] = Module[{∇_alpha},",Phone2 corpus extraction,UnifiedFieldOptimizer.txt,"Extracted from D:\Phone2 line 507; staged only, not minted.",PHONE2
61,NEXT+0061,UnifiedFieldOptimizer.txt,650,line,7,review,needs human equation boundary check,optimization_computation,Functor,𝔊_grav = Functor[,new_or_nonexact,needs_wolfram_translation,"""Amplitude"" → BesselJ[ℓ, 2π*n*0.05/0.001]","^""Amplitude"" → BesselJ[ℓ, 2Pi*n*0.05/0.001]",Phone2 corpus extraction,UnifiedFieldOptimizer.txt,"Extracted from D:\Phone2 line 650; staged only, not minted.",PHONE2
62,NEXT+0062,UnifiedFieldOptimizer.txt,700,line,7,review,needs human equation boundary check,field_topology_mhd,Protocol,(* MEASUREMENT PROTOCOL: SQUID + Hall Array *),new_or_nonexact,needs_wolfram_translation,"""Helicity"" → NIntegrate[A·B, {r, -0.1, 0.1}]","^""Helicity"" → NIntegrate[A·B, {r, -0.1, 0.1}]",Phone2 corpus extraction,UnifiedFieldOptimizer.txt,"Extracted from D:\Phone2 line 700; staged only, not minted.",PHONE2
63,NEXT+0063,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,195,line,7,review,needs human equation boundary check,geometry_topology,Constraint,(* SECTION IV: TOROIDAL TOPOLOGY CONSTRAINT *),new_or_nonexact,file_has_parse_clean_wolfram,𝒦_linking = (1/(4*π)) * Integrate[,^𝒦_linking = (1/(4*Pi)) * Integrate[,Phone2 corpus extraction,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,"Extracted from D:\Phone2 line 195; staged only, not minted.",PHONE2
64,NEXT+0064,_KleisliCategoryNon-DeterministicComputationMonads.txt,369,line,7,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,"Φ[load_] := Sum[load[i]^2, {i, 1, p}], (* Minimize variance *)","^Φ[load_] := Sum[load[i]^2, {i, 1, p}], (* Minimize variance *)",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 369; staged only, not minted.",PHONE2
65,NEXT+0065,_KleisliCategoryNon-DeterministicComputationMonads.txt,397,line,7,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,"P[|M_T - M_0| > λ] <= 2*Exp[-λ²/(2*Sum[c_i², {i}])],","^P[|M_T - M_0| > lambda] <= 2*Exp[-lambda²/(2*Sum[c_i², {i}])],",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 397; staged only, not minted.",PHONE2
66,NEXT+0066,latext.txt,194,latex_equation,7,review,needs human equation boundary check,general_math,Theorem,\begin{theorem}[Modulation Signatures],new_or_nonexact,file_has_parse_clean_wolfram,"\delta A_{\text{GW}} = \epsilon \left|\int \Psi_{\text{solar}} \cdot h_{\mu\nu} \, d^3x\right| \sim 10^{-24} \text{ strain}","^delta A_{text{GW}} = epsilon left|int Psi_{text{solar}} cdot h_{munu} , d^3xright| sim 10^{-24} text{ strain}",Phone2 corpus extraction,latext.txt,"Extracted from D:\Phone2 line 194; staged only, not minted.",PHONE2
67,NEXT+0067,latext.txt,200,latex_equation,7,review,needs human equation boundary check,general_math,Theorem,\begin{theorem}[Modulation Signatures],new_or_nonexact,file_has_parse_clean_wolfram,\Delta\phi_{\text{GW}} = \frac{2\pi n_{\text{wind}}}{c} \int_{\text{path}} B_{\text{solar}} \cdot dl \sim 10^{-6} \text{ rad},^Deltaphi_{text{GW}} = frac{2Pi n_{text{wind}}}{c} int_{text{path}} B_{text{solar}} cdot dl sim 10^{-6} text{ rad},Phone2 corpus extraction,latext.txt,"Extracted from D:\Phone2 line 200; staged only, not minted.",PHONE2
68,NEXT+0068,univision.txt,116,line,7,review,needs human equation boundary check,general_math,SemanticNote,\begin{proof},new_or_nonexact,needs_wolfram_translation,\mathcal{S}_{\text{top}} &= \int_{\mathcal{M}} d^4x \sqrt{-g} \left[\lambda_{\TZP} \delta^{(4)}(x-x_{\TZP}) \log\left(\frac{\Lambda_{\text{UV}}}{\Lambda_{\text{IR}}}\right)\right],^mathcal{S}_{text{top}} &= int_{mathcal{M}} d^4x Sqrt[-g] left[lambda_{TZP} delta^{(4)}(x-x_{TZP}) Logleft(frac{Lambda_{text{UV}}}{Lambda_{text{IR}}}right)right],Phone2 corpus extraction,univision.txt,"Extracted from D:\Phone2 line 116; staged only, not minted.",PHONE2
69,NEXT+0069,univision.txt,203,latex_equation,7,review,needs human equation boundary check,field_topology_mhd,Constraint,U(d) = \frac{3\mu_0\mu^2}{2\pi d^4} + U_{\text{constraint}}(d),new_or_nonexact,needs_wolfram_translation,"\vec{B}_{\text{torus}} = \nabla \times \vec{A}_\phi, \quad \vec{A} = \frac{\mu_0 I}{2\pi r}\hat{\phi}","^vec{B}_{text{torus}} = nabla times vec{A}_phi, quad vec{A} = (mu_0 I)/(2Pi r)hat{phi}",Phone2 corpus extraction,univision.txt,"Extracted from D:\Phone2 line 203; staged only, not minted.",PHONE2
70,NEXT+0070,univision.txt,291,latex_align,7,review,needs human equation boundary check,quantum_entanglement,Theorem,\begin{theorem}[Discrete Dark Matter Distribution],new_or_nonexact,needs_wolfram_translation,\mathcal{L}_{\text{total}} &= \int_{\mathcal{M}} d^4x \sqrt{-g} \Bigg[ \frac{R-2\Lambda}{16\pi G} - \frac{1}{4}\Tr[F_{\mu\nu}F^{\mu\nu}] \\ &\quad + i\bar{\psi}\gamma^\mu D_\mu\psi - m\bar{\psi}\psi + D_\mu\phi^\dagger D^\mu\phi - V[\phi] \\ &\quad + \lambda_{\TZP}\delta^{(4)}(x-x_{\TZP})\log\left(\frac{\Lambda_{\text{UV}}}{\Lambda_{\text{IR}}}\right) \\ &\quad + \frac{\theta}{32\pi^2}\Tr[F \wedge F] + \kappa\Phi_{\text{integrated}} \cdot \mathcal{I}_{\text{density}} \Bigg],^mathcal{L}_{text{total}} &= int_{mathcal{M}} d^4x Sqrt[-g] Bigg[ (R-2Lambda)/(16Pi G) - (1)/(4)Tr[F_{munu}F^{munu}]  &quad + ibar{psi}gamma^mu D_mupsi - mbar{psi}psi + D_muphi^dagger D^muphi - V[phi]  &quad + lambda_{TZP}delta^{(4)}(x-x_{TZP})Logleft(frac{Lambda_{text{UV}}}{Lambda_{text{IR}}}right)  &quad + (theta)/(32Pi^2)Tr[F wedge F] + kappaPhi_{text{integrated}} cdot mathcal{I}_{text{density}} Bigg],Phone2 corpus extraction,univision.txt,"Extracted from D:\Phone2 line 291; staged only, not minted.",PHONE2
71,NEXT+0071,univision.txt,292,line,7,review,needs human equation boundary check,general_math,Theorem,\begin{theorem}[Discrete Dark Matter Distribution],new_or_nonexact,needs_wolfram_translation,\mathcal{L}_{\text{total}} &= \int_{\mathcal{M}} d^4x \sqrt{-g} \Bigg[ \frac{R-2\Lambda}{16\pi G} - \frac{1}{4}\Tr[F_{\mu\nu}F^{\mu\nu}] \\,^mathcal{L}_{text{total}} &= int_{mathcal{M}} d^4x Sqrt[-g] Bigg[ (R-2Lambda)/(16Pi G) - (1)/(4)Tr[F_{munu}F^{munu}] ,Phone2 corpus extraction,univision.txt,"Extracted from D:\Phone2 line 292; staged only, not minted.",PHONE2
72,NEXT+0072,AntipodalEntanglementProtocol.txt,177,line,6,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"∂u/∂t + 𝒜u = 0,","^∂u/∂t + 𝒜u = 0,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 177; staged only, not minted.",PHONE2
73,NEXT+0073,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,268,line,6,review,needs human equation boundary check,protocol_systems,Lemma,#### **Lemma 3.1 (Statistical Learning Convergence)**,new_or_nonexact,file_has_parse_clean_wolfram,"Statement → lim_{t→∞} ℙ_learned^{(t)} = ℙ_true,","^Statement → lim_{t→∞} ℙ_learned^{(t)} = ℙ_true,",Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 268; staged only, not minted.",PHONE2
74,NEXT+0074,Quantum-Neural Cartographic Functor.txt,151,line,6,review,needs human equation boundary check,category_type_theory,Functor,(* Quantum-Classical Entanglement Functor *),new_or_nonexact,file_has_parse_clean_wolfram,1/2 Sum[,^1/2 Sum[,Phone2 corpus extraction,Quantum-Neural Cartographic Functor.txt,"Extracted from D:\Phone2 line 151; staged only, not minted.",PHONE2
75,NEXT+0075,Quantum-Neural Cartographic Functor.txt,171,line,6,review,weak equation signal,category_type_theory,Functor,(* Quantum-Classical Entanglement Functor *),new_or_nonexact,file_has_parse_clean_wolfram,"Sum[riemannTensor[[k, i, k, j]], {k, 1, 3}],","^Sum[riemannTensor[[k, i, k, j]], {k, 1, 3}],",Phone2 corpus extraction,Quantum-Neural Cartographic Functor.txt,"Extracted from D:\Phone2 line 171; staged only, not minted.",PHONE2
76,NEXT+0076,Quantum-Neural Cartographic Functor.txt,191,line,6,review,needs human equation boundary check,category_type_theory,Functor,(* Quantum-Classical Entanglement Functor *),new_or_nonexact,file_has_parse_clean_wolfram,∂g/∂τ = -2 * ricciTensor[g] +,^∂g/∂τ = -2 * ricciTensor[g] +,Phone2 corpus extraction,Quantum-Neural Cartographic Functor.txt,"Extracted from D:\Phone2 line 191; staged only, not minted.",PHONE2
77,NEXT+0077,Quantum-Neural Cartographic Functor.txt,219,line,6,review,needs human equation boundary check,category_type_theory,Functor,(* Quantum-Classical Entanglement Functor *),new_or_nonexact,file_has_parse_clean_wolfram,ħ/2 Sum[,^ħ/2 Sum[,Phone2 corpus extraction,Quantum-Neural Cartographic Functor.txt,"Extracted from D:\Phone2 line 219; staged only, not minted.",PHONE2
78,NEXT+0078,Quantum-Neural Cartographic Functor.txt,640,line,6,review,weak equation signal,category_type_theory,Protocol,### **§Ⅵ. Clinical Implementation: Neuralink-Compatible Protocol**,new_or_nonexact,file_has_parse_clean_wolfram,"""EntanglementRange"" → Quantity[5, ""Millimeters""],","^""EntanglementRange"" → Quantity[5, ""Millimeters""],",Phone2 corpus extraction,Quantum-Neural Cartographic Functor.txt,"Extracted from D:\Phone2 line 640; staged only, not minted.",PHONE2
79,NEXT+0079,Quantum-Neural Cartographic Functor.txt,654,display_dollar,6,review,needs human equation boundary check,category_type_theory,Theorem,**Theorem (Quantum-Classical Correspondence):**,new_or_nonexact,file_has_parse_clean_wolfram,\lim_{\hbar \to 0} \left\langle \hat{O}_{\text{quantum}} \right\rangle_{\psi} = O_{\text{classical}}^{\text{DAANSsphere}},^lim_{hbar to 0} leftlangle hat{O}_{text{quantum}} rightrangle_{psi} = O_{text{classical}}^{text{DAANSsphere}},Phone2 corpus extraction,Quantum-Neural Cartographic Functor.txt,"Extracted from D:\Phone2 line 654; staged only, not minted.",PHONE2
80,NEXT+0080,UnificationComparison.txt,128,line,6,review,needs human equation boundary check,general_math,Mechanism,Mechanism = DimensionalCollapse[4D → 2D] @ InfiniteOrderTransition;,new_or_nonexact,needs_wolfram_translation,"Limit[holonomy, γ → PointLoop[TZP]] ==","^Limit[holonomy, gamma → PointLoop[TZP]] ==",Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 128; staged only, not minted.",PHONE2
81,NEXT+0081,UnificationComparison.txt,159,line,6,review,needs human equation boundary check,geometry_topology,Mechanism,Mechanism = DimensionalCollapse[4D → 2D] @ InfiniteOrderTransition;,new_or_nonexact,needs_wolfram_translation,"Integrate[Ω_Berry, {surface, EnclosingSphere[TZP]}] ==","^Integrate[Ω_Berry, {surface, EnclosingSphere[TZP]}] ==",Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 159; staged only, not minted.",PHONE2
82,NEXT+0082,UnificationComparison.txt,513,line,6,review,needs human equation boundary check,general_math,Mechanism,Mechanism = DimensionalCollapse[4D → 2D] @ InfiniteOrderTransition;,new_or_nonexact,needs_wolfram_translation,"Sum[Î“_christoffel[μ,ν,λ]*Î“_christoffel[λ,ρ,σ], {λ,0,3}] -","^Sum[Î“_christoffel[mu,ν,lambda]*Î“_christoffel[lambda,ρ,σ], {lambda,0,3}] -",Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 513; staged only, not minted.",PHONE2
83,NEXT+0083,UnificationComparison.txt,514,line,6,review,needs human equation boundary check,general_math,Mechanism,Mechanism = DimensionalCollapse[4D → 2D] @ InfiniteOrderTransition;,new_or_nonexact,needs_wolfram_translation,"Sum[Î“_christoffel[μ,ρ,λ]*Î“_christoffel[λ,ν,σ], {λ,0,3}];","^Sum[Î“_christoffel[mu,ρ,lambda]*Î“_christoffel[lambda,ν,σ], {lambda,0,3}];",Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 514; staged only, not minted.",PHONE2
84,NEXT+0084,UnificationComparison.txt,528,line,6,review,needs human equation boundary check,general_math,Mechanism,Mechanism = DimensionalCollapse[4D → 2D] @ InfiniteOrderTransition;,new_or_nonexact,needs_wolfram_translation,(1/2) * Sum[,^(1/2) * Sum[,Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 528; staged only, not minted.",PHONE2
85,NEXT+0085,UnificationComparison.txt,689,line,6,review,needs human equation boundary check,general_math,Mechanism,"Mechanism -> ModifiedBianchi[dH = Tr(F∧F) - Tr(R∧R)],",new_or_nonexact,needs_wolfram_translation,lim[r->r_TZP] Dimension[ℳ] = 2,^lim[r->r_TZP] Dimension[ℳ] = 2,Phone2 corpus extraction,UnificationComparison.txt,"Extracted from D:\Phone2 line 689; staged only, not minted.",PHONE2
